3268	the 'call out' group	V n	These verbs are concerned with making someone go somewhere or behave in a certain way. The Object indicates the person or people affected.	822
3269	the 'start' and 'stop' group	V n	These verbs and Objects together indicate that an activity is started, finished, or carried out in a particular way. This includes: starting an activity e.g. join, start finishing or leaving an activity e.g. abandon, finish continuing an activity e.g. continue, repeat not doing or preventing an activity e.g. avoid, escape, prevent doing something persistently or with difficulty e.g. attempt, manage, press	823
3270	the 'interest' group	V n	The Object indicates a person. The Subject usually indicates the person or thing that makes the Object think or feel in a particular way. With some verbs, the Object indicates something such as someone\\'s attention.In the case of come over, come upon, be eating, enter, fill, get into, go out of, and run away with, the Subject indicates the feeling itself or a sign of it.	823
3271	The 'brim' group	V with n	These verbs indicate that something has or contains a lot of something else, or that someone is full of a quality or feeling.	824
3272	The 'mumble' group	V way prep/adv	These verbs are concerned with talking, singing, or playing a musical instrument in a particular way. The noun group is most frequently followed by a prepositional phrase beginning with through. The prepositional phrase indicates something such as a speech, a song, or concert. The verbs in this group which most frequently have this pattern are croon, grunt, mumble, mutter, rap, shout, sing, slur, strum, whistle, and yell.	824
3273	The 'grumble' group	V at n	These verbs are concerned with speaking, usually to express an opinion. The prepositional phrase indicates what is being talked about. We include here hint, which indicates that someone mentions something indirectly.	825
3274	The 'look' group	V through n	These verbs are concerned with reading or searching, usually in a careful or casual way, which involves looking at a lot of items.	826
3275	The 'search' group	V for n	These verbs are concerned with looking for something or being alert for something.	826
3276	The 'search' group	V for n prep/adv	These verbs are concerned with looking for something or being alert for something.	826
3277	The 'search' group	V prep/adv for n	These verbs are concerned with looking for something or being alert for something.	826
3278		V -ing; V that		827
3279		V n as n; V n for n		827
3280		V n as n; V n n		827
3281		V n for n; V n to-inf		827
3282		V that; V to-inf		827
3283	The 'think' group	V that ('That' is omitted sometimes.)	These verbs are concerned with thinking. This includes: having a belief knowing or understanding something hoping and fearing	827
3284	the 'hear' group	V n	The Subject indicates a person or something that shares certain characteristics with a person, such as a radio receiver which can `hear\\'. The Object indicates something that is thought, perceived, or felt. This includes: ways of thinking about something or someone e.g. decide, expect, plan ways of perceiving something or someone e.g. experience, feel, hear, see attitudes towards something or someone e.g. accept, believe, buy, like, love, mean ways of finding out or knowing about something e.g. learn, remember	827
3285	The 'consider' group	V -ing	These verbs are concerned with ideas about what is going to happen in the future.	827
3286	the 'promise' group	V to-inf	These verbs are concerned with being committed to a future action. This includes: talking or writing about a future action e.g. agree, promise thinking about a future action e.g. choose, decide doing something about a future action e.g. arrange, prepare	827
3287	The 'cost' and 'save' group	V n n	These verbs are concerned with disadvantaging someone in some way, or benefiting them in some way. We include here verbs like charge and cost, where someone has to pay for something either literally or metaphorically. The noun group following the verb indicates the person or people involved.	827
3288	The 'choose' and 'use' group	V n to-inf	These verbs are concerned with appointing or choosing someone to do something, or with allocating or assigning something to a particular use. Frequent usage: breed, delegate, depute, earmark & intend(usu passive)	827
3289	The 'expect' group	V n to-inf	These verbs are concerned with intentions, predictions, and expectations. Frequent usage: bill, mean, project, schedule, second, timetable & tip(usu passive).expect(not)	827
3290	The 'prepare' group	V n for n	These verbs are concerned with preparing someone or something for a particular task or purpose. We include here clear, which is usually followed by the way or the path.	827
3291	The 'name' and 'consider' group	V n as n	These verbs are concerned with: - thinking of someone in a particular way e.g. conceive, consider - giving someone a role or position e.g. appoint, ordain - choosing someone to have a role or position e.g. elect, nominate - putting someone or something into a class e.g. classify, pigeon-hole - talking to someone in a particular way e.g. address - criticizing someone because they have particular qualities e.g. denounce, reject - representing someone in a particular way e.g. expose, stereotype - talking about someone in a particular way e.g. brand, dub	827
3292	The 'use' group	V n as n	These verbs are concerned with the role that is assigned to something in the course of a particular action.	827
3293	The 'think' and 'discover' group	it be V-ed that	These verbs are concerned with what is thought. This includes something that is: - expected, hoped, or feared - thought or believed - decided or intended - remembered or forgotten - known or suspected - discovered	827
3294		it be V-ed to-inf	Verbs with this pattern are concerned with a course of action being proposed, hoped for, recommended, or decided upon.	827
3295	The 'walk' group	V prep/adv, V adv/prep	These verbs are concerned with walking or running somewhere. This includes: verbs indicating the speed of the movement e.g. amble, race verbs indicating how gracefully or clumsily someone moves e.g. glide, stagger verbs indicating the emotion or attitude of the person moving e.g. flounce, storm verbs indicating that someone is trying not to be noticed e.g. slink, sneak	828
3296	The 'swing' group	V adv	These verbs are concerned with movement or progress. They are used with one particular adverb of direction, or with a restricted set, as indicated in the list below.	828
3297	The 'pain' and 'please' group	it V n to-inf	These verbs indicate how a situation makes someone feel. The noun group always indicates a human being or a human attribute such as feelings or heart.	829
3298	The 'invite' group	V n prep/adv, V n adv/prep	These verbs are concerned with causing someone or something go somewhere. The adverbs used with the verbs in this group are adverbs of direction of place such as along, back, out, and there. The verb call is used with a prepositional phrase, not with an adverb. The verb check is used with the adverbs in and out and the prepositions into and out of. The verb show VP is used with the adverb around and the preposition around.Frequent usage:ask(out), book(in), drive(away/off), flush(out), kick(off), let(in), let(out), show(around), throw(off), warn(off). allow, assign, call, exile, post, route, second, shunt & summon(usu passive)	830
3299	The 'ask' group	V for n	These verbs are concerned with trying to get something.	831
3300	the 'backtrack' group	V from n	These verbs are concerned with changing your plans, your position on something, or your way of doing something.	832
3301	the 'move' group	V	These verbs are concerned with moving or being somewhere. This includes: moving in a particular direction e.g. advance, back up moving in a particular way e.g. run being in a particular position e.g. lie around arriving somewhere e.g. arrive, land, show up staying somewhere e.g. remain, stay, stick around ceasing to move e.g. stop part of something breaking off e.g. break off, fall off	833
3302	the 'operate' group	V n	These verbs are concerned with operating machinery or vehicles.	833
3303	the 'approve' group	V n	These verbs are concerned with the practical demonstration of approval or disapproval.	833
3304	The 'back' group	V on to n, V onto n	These verbs are used when indicating what is next to a building or room.	833
3305		V out of n	Verbs with this structure are all concerned with not doing something.	833
3306	The 'drop' group	V out of n	These verbs are concerned with not being involved in something.	833
3307	The 'drive' group	V prep/adv, V adv/prep	These verbs indicate that a form of transport, or someone using a form of transport, goes or arrives somewhere.	833
3308	The 'expect' group	V n to-inf	These verbs are concerned with intentions, predictions, and expectations. Frequent usage: bill, mean, project, schedule, second, timetable & tip(usu passive).expect(not)	833
3309	The 'drive' group	V n prep/adv, V n adv/prep	These verbs are concerned with controlling a vehicle. We include here catch and take, which indicate that the Subject is a passenger on a vehicle. The adverbs used with the verbs in this group are general adverbs of direction such as around, back, and there.	833
3310	The 'crawl' group	V way prep/adv	These verbs are concerned with moving in a particular way, physically or metaphorically. This includes: - particular modes of transport e.g. pedal, row, sail - walking in a particular way e.g. flounce, hobble, march, shuffle - moving in some other way e.g. swim, wing	833
3311	the 'reverse' group	ergative: V & V n	In the pattern V, these verbs are concerned with a vehicle moving. In the pattern V n, they are concerned with someone driving or operating a vehicle. We include here capsize, refuel, and sink.	833
3312	the 'sail' group	Ergative: V prep/adv & V n prep/adv	These verbs are concerned with vehicles moving. In the pattern V prep/adv, the Subject indicates the vehicle. In the pattern V n prep/adv, the Subject indicates the driver of the vehicle or someone or something that makes the driver move the vehicle somewhere.	833
3313	the 'detach' group	ergative: V & V n	In the pattern V, these verbs are concerned with someone or something moving, but not under their own control. In the pattern V n, they are concerned with someone or something moving someone or something, or putting someone or something somewhere. We include here accrue and accumulate, where the movement is sometimes metaphorical.	834
3314		V that; V to n		835
3315		V that; V to n; V with quote		835
3316		V that; V with n; V with quote		835
3317		V that; V with quote		835
3318		V to n; V with n		835
3319		V to n; V with quote		835
3320		V with n; V with quote		835
3321	The 'add' group	V that ('That' is omitted sometimes.)	These verbs indicate the relationship of something that is said or written to something else that has been said or written. This includes: saying something after you have said something else e.g. add, repeat saying something after someone else has said something e.g. interject, reply	835
3322	the 'add' group	V with quote	These verbs indicate the relationship of something that is said or written to something else that has been said or written. This includes: saying something first or last e.g. begin, finish saying something after you have said something else e.g. add, repeat saying something after someone else has said something e.g. interject, reply	835
3323	the 'speak' group	V	These verbs are concerned with saying something. The thing or matter involved must usually have been mentioned or indicated. We include here break in and cut in, which indicate that someone interrupts someone else.	835
3324	verbs with other meanings	V	Verbs where something else involved in the action must have been mentioned or indicated already.	835
3325	the 'react' group	V to n	These verbs are concerned with reacting or responding to something that has happened or been done.	835
3326	the 'react' group	V to n with n	These verbs are concerned with reacting or responding to something that has happened or been done.	835
3327	The 'respond' group	V with n	These verbs are concerned with responding to something that has been done, or compensating for it. The prepositional phrase indicates what someone does in response or as compensation.	835
3328	The 'reciprocate' group	V by -ing	These verbs are concerned with responding to something that has been done, or compensating for it. The prepositional phrase indicates what someone does in response or as compensation.	835
3329	the 'clench' and 'relax' group	ergative: V & V n	These verbs are concerned with movements of part of the body, or changes in behaviour. In the pattern V, the Subject indicates the part of the body or aspect of behaviour. In the pattern V n, the Subject indicates the person whose body or behaviour is involved.In the case of loosen up, tense up, and twitch, in the patterns V and V P, the Subject may indicate a part of the body or a person.	836
3330	The 'talk' group	V about n	These verbs are concerned with speaking or writing. This includes: verbs that indicate the function of what is said e.g. argue, ask, complain verbs that indicate how something is said e.g. mutter, wail verbs that indicate the feeling of the speaker e.g. enthuse, fulminate	837
3331		V -ing; V that		838
3332		V that; V to-inf		838
3333	The 'say' group	V that ('That' is omitted sometimes.)	These verbs are concerned with speaking, writing, and other forms of communication. They indicate what kind of function the speech or writing is performing. This includes: guessing or predicting something e.g. estimate, predict, prophesy putting forward a suggestion or theory e.g. postulate, suggest saying something in a way that shows your attitude e.g. crow, sneer	838
3334	The 'think' group	V that ('That' is omitted sometimes.)	These verbs are concerned with thinking. This includes: having a belief knowing or understanding something hoping and fearing	838
3335	The 'remember' group	V -ing	These verbs are concerned with attitudes and ideas about the past. This includes: remembering or forgetting e.g. forget, recall having a feeling about something in the past e.g. miss, regret	838
3336	the 'regret to say' group	V to-inf	These verbs are concerned with the manner or attitude of the person doing the action. We include here choose, elect, and opt, which have this structure when they are used to indicate that someone does something by choice. We also include here hate, want, and wish which have this structure when they are used in phrases such as I hate to be rude but...	838
3337	The 'think' and 'discover' group	it be V-ed that	These verbs are concerned with what is thought. This includes something that is: - expected, hoped, or feared - thought or believed - decided or intended - remembered or forgotten - known or suspected - discovered	838
3338		V it when/if	The verb is followed by it and a clause beginning with when or if.	838
3339		V at n; V n at n		839
3340		V at n; V that		839
3341		V at n; V that; V with quote		839
3342		V at n; V with quote		839
3343		V for n; V with quote		839
3344		V that; V with quote		839
3345	The 'scream' group	V that ('That' is omitted sometimes.)	These verbs indicate how something is said, for example how loudly or at what pitch.	839
3346	the 'scream' group	V with quote	These verbs indicate how something is said, for example how loudly or quickly, or at what pitch. Some verbs, such as wail and rasp, also indicate the feeling that the speaker has.	839
3347	The verb is used with a quote clause and is followed by a prepositional phrase beginning with at. The Subject usually comes before the verb.	V at n with quote	These verbs indicate that someone is speaking loudly, angrily, or forcefully. The prepositional phrase indicates who is being addressed.	839
3348		V to n with quote	The verb is used with a quote clause and is followed by a prepositional phrase beginning with to. The phrasal verb pattern is V P to n with quote. The Subject usually comes before the verb. The prepositional phrase indicates who is being addressed.	839
3349	The 'tremble' group	V with n	These verbs indicate that someone does something or has a particular appearance or physical sensation because of what they feel. Frequent usage: blaze, brighten, cloud, gleam, glisten, glitter, shake, shine & sparkle(your eyes). light up(your eyes/face)	839
3350	The 'shout' group	V at n	These verbs are concerned with shouting at someone, making noises at someone, or speaking in an unpleasant way to someone. The prepositional phrase indicates who is being addressed.	839
3351		V at n to-inf	Verbs with this pattern are concerned with loudly, angrily, or forcefully telling someone to do something. The prepositional phrase indicates the hearer.	839
3352	The 'ask' group	V for n	These verbs are concerned with trying to get something.	839
3353	the 'roar' group	V prep/adv, V adv/prep	These verbs are concerned with going somewhere in a way that makes a particular noise. The Subject can be a vehicle, person, animal, or thing, depending on the verb.	839
3354	The 'shout' group	V n at n	These verbs are concerned with directing remarks at someone, criticizing or insulting them, or shouting at them. This is a productive pattern: a large number of verbs which involve communication of some kind, usually angry or unpleasant, can be used with this pattern. The verbs listed here are the ones which are most frequently used in this way.	839
3355	The 'move' group	V n prep/adv, V n adv/prep	These verbs are concerned with moving something or someone somewhere. This includes: - moving something in a particular direction e.g. lower, raise - using an implement to move something e.g. rake, winch - pushing someone out of your way e.g. elbow, shoulder - pulling or pushing something on wheels e.g. pull, trundle - sending a letter somewhere e.g. dispatch, send - moving one thing so that it touches another e.g. brush, rasp. Frequent usage:draw (in), elbow (aside),shoulder(aside). magnetize,mail,pipe,range, beam down, beam up & wash up (usu passive).	840
3356		V from n	Verbs with this structure are all concerned with leaving or coming from a place, group, thing, person, or position. The Subject can be animate or inanimate. We include here verbs such as emanate and radiate which indicate that a quality is strongly shown by someone.	841
3357	the 'diffuse' group	ergative: V prep/adv & V n prep/adv	These verbs are concerned with something moving metaphorically. In the pattern V prep/adv, the Subject indicates the thing that `moves\\'. In the pattern V n, the Subject indicates the person or thing that makes the thing `move\\'. Verb & preposition: devolve (upon/on) diffuse drain emanate (from) exude (from) rally (to)	841
3358		V n into -ing; V n into n		842
3359	(i) The 'force' group	V n into n	These verbs are concerned with making someone do something or get involved in something by using insistent verbal persuasion, force, or violence.	842
3360	The 'force' group	V n into -ing	These verbs are concerned with making someone do something by using insistent verbal persuasion, force, or violence.	842
3361	The 'turn' group	V prep/adv, V adv/prep	These verbs indicate that someone or something changes posture, arrangement, or orientation, but does not move from one place to another. This includes: turning reaching out sitting down falling over	843
3362	The 'name' and 'consider' group	V n as n	These verbs are concerned with: - thinking of someone in a particular way e.g. conceive, consider - giving someone a role or position e.g. appoint, ordain - choosing someone to have a role or position e.g. elect, nominate - putting someone or something into a class e.g. classify, pigeon-hole - talking to someone in a particular way e.g. address - criticizing someone because they have particular qualities e.g. denounce, reject - representing someone in a particular way e.g. expose, stereotype - talking about someone in a particular way e.g. brand, dub	844
3363	the 'say' group	V with quote	These verbs are concerned with speaking, writing, and other forms of communication. They indicate what kind of function the speech or writing is performing. We include here read which indicates that someone understands something written.	845
3364		V n that	Most verbs with this pattern are concerned with causing someone to know or think something.	845
3365	The 'reward' and 'punish' group	V n for n	These verbs are concerned with reacting to something that someone has done or experienced, for example by rewarding or punishing them. The prepositional phrase indicates what they have done or experienced.	845
3366	The 'bore' group	V n with n	These verbs are concerned with giving someone a particular feeling or telling them something that makes them feel a particular way. The prepositional phrase indicates the cause of the feeling. We include here acquaint and familiarize, which indicate only that someone is told something; face, which indicates that someone is forced to think about something; and confront, which indicates that someone is accused of something. This is a productive use: any verb which involves making someone think or feel something can be used with this pattern. The verbs listed here are the ones which are most frequently used in this way. In the case of console, content, and familiarize, the noun group following the verb is always or often a reflexive pronoun. This pattern is V pron-refl with n. In the case of console and content, the preposition with is sometimes followed by an `-ing\\' clause.	845
3367	The 'provide' group	V n with n	These verbs are concerned with giving something to someone or something. The prepositional phrase indicates the thing that is given. This includes: - supplying someone with something that they want or need e.g. arm, provide - giving someone too much of something, or something they do not want e.g. deluge, land - giving someone something that is not what is needed e.g. fob off, palm off - giving a particular kind of thing, or giving in a particular way e.g. dose, inject - showing approval of someone by giving them something or doing them a service e.g. honour, oblige	846
3368	The 'make' group	V way prep/adv	These verbs, when used with way, are concerned with managing to get somewhere, either physically or metaphorically. The verbs in this group which most frequently have this pattern are find and make.	847
3369		combination: V; V n		848
3370		V that; V with quote		848
3371	The 'add' group	V that ('That' is omitted sometimes.)	These verbs indicate the relationship of something that is said or written to something else that has been said or written. This includes: saying something after you have said something else e.g. add, repeat saying something after someone else has said something e.g. interject, reply	848
3372		V to n that	The prepositional phrase indicates the person who is addressed, or the person to whom a fact is demonstrated.	848
3373	the 'add' group	V with quote	These verbs indicate the relationship of something that is said or written to something else that has been said or written. This includes: saying something first or last e.g. begin, finish saying something after you have said something else e.g. add, repeat saying something after someone else has said something e.g. interject, reply	848
3374	The verb is used with a quote clause and is followed by a prepositional phrase beginning with after. The Subject always comes before the verb.	V after n with quote	Most verbs with this pattern indicate that someone is speaking loudly. The prepositional phrase indicates who is being addressed. The person being addressed is moving away from the speaker.The verb repeat indicates that someone repeats what someone else has just said. The prepositional phrase indicates the first speaker.	848
3375	the 'occur' group	V	These verbs indicate that something exists or happens.	848
3376	verbs with other meanings	V	Verbs where something else involved in the action must have been mentioned or indicated already.	848
3377	the 'start' and 'stop' group	V n	These verbs and Objects together indicate that an activity is started, finished, or carried out in a particular way. This includes: starting an activity e.g. join, start finishing or leaving an activity e.g. abandon, finish continuing an activity e.g. continue, repeat not doing or preventing an activity e.g. avoid, escape, prevent doing something persistently or with difficulty e.g. attempt, manage, press	848
3378	the 'describe' group	V n	The Object indicates the topic or content of the communication.	848
3379	The 'explain' group	V pron-refl	These verbs are concerned with talking, often about yourself.	848
3380	The 'present' group	V pron-refl	These verbs are concerned with something happening. This includes: something occurring e.g. manifest, present something becoming established e.g. entrench, establish something happening again e.g. repeat	848
3381	The 'communicate' group	V n to n	These verbs are concerned with communicating something to someone verbally or in writing. The noun group following the verb may indicate the communication, e.g. address remarks, pen a note, or the content of the communication, e.g. break the news, communicate our ideas. It may also indicate the person involved, e.g. introduce someone, unburden yourself. The prepositional phrase indicates the person who you speak or write to. We include here nod and wave, which indicate non-verbal communication.	848
3382		V at n; V to n		849
3383	The 'beckon' group	V to n	These verbs are concerned with communicating with someone by means of a gesture or movement.	849
3384	The 'wink' group	V at n	These verbs are concerned with communicating with a facial expression or a gesture. The prepositional phrase indicates who the person is communicating with.	849
3385	The 'move' group	V n prep/adv, V n adv/prep	These verbs are concerned with moving something or someone somewhere. This includes: - moving something in a particular direction e.g. lower, raise - using an implement to move something e.g. rake, winch - pushing someone out of your way e.g. elbow, shoulder - pulling or pushing something on wheels e.g. pull, trundle - sending a letter somewhere e.g. dispatch, send - moving one thing so that it touches another e.g. brush, rasp. Frequent usage:draw (in), elbow (aside),shoulder(aside). magnetize,mail,pipe,range, beam down, beam up & wash up (usu passive).	849
3386	The 'kick' group	V n prep/adv, V n adv/prep	These verbs are concerned with moving a part of the body. The noun group indicates the part of the body. The adverb group or prepositional phrase indicates the direction of movement.	849
3387	The 'invite' group	V n prep/adv, V n adv/prep	These verbs are concerned with causing someone or something go somewhere. The adverbs used with the verbs in this group are adverbs of direction of place such as along, back, out, and there. The verb call is used with a prepositional phrase, not with an adverb. The verb check is used with the adverbs in and out and the prepositions into and out of. The verb show VP is used with the adverb around and the preposition around.Frequent usage:ask(out), book(in), drive(away/off), flush(out), kick(off), let(in), let(out), show(around), throw(off), warn(off). allow, assign, call, exile, post, route, second, shunt & summon(usu passive)	849
3388	The 'communicate' group	V n to n	These verbs are concerned with communicating something to someone verbally or in writing. The noun group following the verb may indicate the communication, e.g. address remarks, pen a note, or the content of the communication, e.g. break the news, communicate our ideas. It may also indicate the person involved, e.g. introduce someone, unburden yourself. The prepositional phrase indicates the person who you speak or write to. We include here nod and wave, which indicate non-verbal communication.	849
3389		V n n	Most of the verbs with this structure are concerned with: - naming or labelling e.g. call, term - putting someone or something in a particular position e.g. elect, nominate - thinking or considering e.g. adjudge, deem - causing e.g. make The noun group following the verb indicates the person or thing that is named or considered. In the case of fancy, feel, and prove, the noun group following the verb is always a reflexive pronoun. In the case of make, the second noun group is always an amount.	850
3390	The 'believe' group	V n to-inf	These verbs are concerned with thinking, saying, or showing something. Some of these verbs, such as prove and show, sometimes have inanimate Subjects. The verb that most frequently occurs in the to-infinitive clause is be. Frequent usage: adjudge, alledge, assume, deem, discover, presume, reckon, report, repute, rumour, say, see show, think & understand (usu passive)	850
3391		V on n; V with quote		851
3392		V with n; V with quote		851
3393	the 'add' group	V with quote	These verbs indicate the relationship of something that is said or written to something else that has been said or written. This includes: saying something first or last e.g. begin, finish saying something after you have said something else e.g. add, repeat saying something after someone else has said something e.g. interject, reply	851
3394	The 'intrude' group	V on/upon n	These verbs are concerned with interrupting someone or something, or getting involved in something, sometimes when this is unwelcome.	851
3395	The 'chip in' group	V with n	These verbs are concerned with making a contribution to a conversation or activity.	851
3396	the 'regret to say' group	V to-inf	These verbs are concerned with the manner or attitude of the person doing the action. We include here choose, elect, and opt, which have this structure when they are used to indicate that someone does something by choice. We also include here hate, want, and wish which have this structure when they are used in phrases such as I hate to be rude but...	852
3397		V against n; V n against n		853
3398	the 'protect' group	V n	These verbs are concerned with doing something concrete to help or protect someone or something.	853
3399	The 'insure' group	V against n	These verbs are concerned with taking precautions against possible harm. The person or thing that is being protected is not explicitly mentioned. We include here the verb guard, which is used to indicate that someone avoids doing something or letting something happen.	853
3400	The 'protect' group	V n from n	These verbs are concerned with protecting someone or something from danger or harm.	853
3401	The 'protect' group	V n against n	These verbs are concerned with protecting someone or something against disease or any other unpleasant event, either physically or metaphorically.	853
3402	The 'remove' group	V n from n	These verbs are concerned with removing someone or something from somewhere, either physically or metaphorically. We include here verbs like deduct and subtract, which are concerned with taking something away from a total.	854
3403	The 'remove' group	V n from n	These verbs are concerned with removing someone or something from somewhere, either physically or metaphorically. We include here verbs like deduct and subtract, which are concerned with taking something away from a total.	854
3404	the 'matter' group	V	These verbs indicate that someone or something has a particular quality or is in a particular state. This includes: having a particular shape e.g. fall away being judged to have a particular quality e.g. appeal, matter being able to do something e.g. extend, keep	855
3405	verbs with other meanings	V	Verbs where something else involved in the action does not need to have been mentioned or indicated already. This includes: everyday activities e.g. dress, wash ways of earning a living e.g. act, teach	855
3406	The 'eat' group	V way prep/adv	These verbs, when used with way, are concerned with consuming the whole of something. This includes: - eating and drinking e.g. chew, eat - smoking e.g. gasp, puff, smoke	855
3407	the 'leave' group	V	These verbs are concerned with leaving a place, position, or situation.	856
3408	The 'stand down' group	V in favour of n/ V in poss favour	These verbs indicate that someone resigns. The prepositional phrase indicates who they allow to take their place.	856
3409	The 'work' group	V as n	These verbs are concerned with doing, getting, leaving, or training for a job. The noun group after as contains a job title such as doctor or president.	856
3410		V that; V wh		857
3411	The 'discover' group	V that ('That' is omitted sometimes.)	These verbs are concerned with coming to know or think something.	857
3412	the 'discover' group	V wh	These verbs are concerned with coming to know something or bringing something to mind. This includes: working something out e.g. analyse, calculate finding something out e.g. discover, investigate realizing something e.g. realize, twig remembering something you had forgotten finding something out through the senses e.g. catch, feel	857
3413	The 'pain' and 'please' group	it V n to-inf	These verbs indicate how a situation makes someone feel. The noun group always indicates a human being or a human attribute such as feelings or heart.	858
3414	The 'consider' group	V -ing	These verbs are concerned with ideas about what is going to happen in the future.	859
3415	the 'begin' and 'stop' group	V	These verbs are concerned with beginning or stopping.	860
3416	the 'begin' and 'stop' group	V	These verbs are concerned with beginning or stopping.	860
3417	The 'begin' and 'end' group	V with n	These verbs are concerned with beginning or ending. The prepositional phrase indicates what happens or is done at the beginning or end of something.	860
3418	the 'start' and 'stop' group	ergative: V & V n	In the pattern V, these verbs are concerned with an activity starting or stopping. In the pattern V n, they are concerned with someone or something starting or stopping an activity.	860
3419	the 'say' group	V with quote	These verbs are concerned with speaking, writing, and other forms of communication. They indicate what kind of function the speech or writing is performing. We include here read which indicates that someone understands something written.	861
3420	the 'roar' group	V prep/adv, V adv/prep	These verbs are concerned with going somewhere in a way that makes a particular noise. The Subject can be a vehicle, person, animal, or thing, depending on the verb.	862
3421		V n on n; V on n		863
3422	The 'focus' group	V on/upon n	These verbs are concerned with having or starting to having a particular thing as your focus of attention. A number of these verbs have someone\\'s eyes as the Subject.Frequent usage: alight, fall, rest & settle(your eyes)	863
3423	The 'live' group	V prep/adv, V adv/prep	These verbs are concerned with being or staying somewhere, or originating somewhere. This includes doing something somewhere, e.g. operate, work.	863
3424	The 'centre' group	V around/round n	These verbs are used when indicating what the focus of something is.	863
3425	The 'place' group	V n on/upon n	These verbs are concerned with putting or fastening something somewhere, either physically or metaphorically. This includes: - concrete actions e.g. perch, sprinkle - abstract actions e.g. cast (doubt), throw (light) - putting a value or a tax on something	863
3426	The 'focus' group	V n on/upon n	These verbs are concerned with focusing your attention, your feelings, or your efforts on someone or something.	863
3427		V n around/round n	rare pattern with few words: center, grab, mould, wrap	863
3428	the 'drain' group	Ergative: V prep/adv & V n prep/adv	These verbs are concerned with metaphorical movement. In the pattern V prep/adv, the Subject indicates the thing that `moves\\'. In the pattern V n prep/adv, the Subject indicates the person or thing that makes it `move\\'.	863
3429	the 'slide open' group	V adj	These verbs indicate that something such as a door moves, or makes a sound as it moves.	864
3430	The 'lapse' group	V into n	These verbs indicate that someone or something starts being in a different state, usually a bad one, or starts doing something.	864
3431	Verbs with other meanings	V on to n, V onto n	There are a few other verbs which have this pattern.	864
3432	The 'brim' group	V with n	These verbs indicate that something has or contains a lot of something else, or that someone is full of a quality or feeling.	864
3433	The 'walk' group	V prep/adv, V adv/prep	These verbs are concerned with walking or running somewhere. This includes: verbs indicating the speed of the movement e.g. amble, race verbs indicating how gracefully or clumsily someone moves e.g. glide, stagger verbs indicating the emotion or attitude of the person moving e.g. flounce, storm verbs indicating that someone is trying not to be noticed e.g. slink, sneak	864
3434	The 'fight' group	V way prep/adv	These verbs are concerned with moving somewhere with force or with difficulty, either physically or metaphorically. This includes: - moving with energy e.g. burst, forge, storm - harming people or things as you move e.g. batter, elbow, fight, shove - moving with difficulty because of tiredness or obstacles e.g. claw, plod, scramble, work - cutting or burrowing a path through something e.g. bore, burrow, tunnel	864
3435	the 'break' group	ergative: V & V n	These verbs are concerned with something breaking or being damaged. They may be divided into two groups:(i) In the pattern V, these verbs indicate that something breaks or shows damage of some kind. In the pattern V n, they indicate that someone or something breaks or damages something or someone. The Subject in the pattern V n is the person or thing that causes the damage.(ii) In the pattern V, these verbs indicate that something breaks or shows damage of some kind. In the pattern V n, they indicate that something is broken or damaged. The Subject of the pattern V n may be someone or something that suffers damage to a part of themselves, as in I fractured my skull, or it may be someone who is responsible for the thing at the time that it is damaged, as in I crashed my car.	864
3436	The 'backpedal' group	V on/upon n	These verbs are concerned with not having a fixed attitude. This includes: - changing a plan - breaking a promise - not making a decision	865
3437		V n from n/ V n from n to n; V n to n		866
3438	the 'arrange' group	V n	These verbs are concerned with making different not the Object itself but the circumstances surrounding the Object. This includes: arranging for someone to take up a job or a position, or to leave a job or a position e.g. admit, elect, fire providing a home, money, or education for something or someone e.g. house, keep making arrangements about something such as the time of an event e.g. fix (a date), move (an event)	866
3439	the 'approve' group	V n	These verbs are concerned with the practical demonstration of approval or disapproval.	866
3440	verbs with other meanings	V n	These verbs are concerned with a wide range of other abstract actions. The Object is the focus or target of the action, but it is not directly affected by the action.	866
3441	The 'transfer' group	V n from n	These verbs are concerned with moving someone or something from one place to another. We include here verbs concerned with transferring someone from one job or level to another.	866
3442		V n from n into n		866
3443		V n to n	Verbs with this structure are all concerned with changing something to something else. We include here the verbs demote and promote when the prepositional phrase indicates a person\\'s new status, as in They promoted him to non-executive Director. We also include keep, which involves letting something stay at the same level. This is a productive use: any verb which involves change can be used with this pattern. The verbs listed here are those which are most frequently used in this way.	866
3444	The 'appoint' group	V n to n	These verbs are concerned with appointing someone to a position, or with moving them from one job or role to another. We include here the verb accredit, which involves the recognition that someone has a particular job or position. "accredit, apprentice, promote, relegate & upgrade" are usually used as passive.	866
3445		V n from n to n, V P n from n to n	Verbs with this structure are all concerned with changing something to something else. We include here the verbs demote and promote when the prepositional phrase indicates a person\\'s new status, as in They promoted him to non-executive Director. We also include keep, which involves letting something stay at the same level. This is a productive use: any verb which involves change can be used with this pattern. The verbs listed here are those which are most frequently used in this way.	866
3446	The 'appoint' group	V n from n to n, V P n from n to n	These verbs are concerned with appointing someone to a position, or with moving them from one job or role to another. We include here the verb accredit, which involves the recognition that someone has a particular job or position.	866
3447	The 'use' group	V n as n	These verbs are concerned with the role that is assigned to something in the course of a particular action.	866
